"","time","record_id","date","lat","long"
"82",12:15:00,"2-16",2025-08-25,-6.250754,106.776951
"83",14:00:00,"2-16",2025-08-25,-6.250799,106.777147
"84",14:15:00,"2-16",2025-08-25,-6.250345,106.777164
"85",14:30:00,"2-16",2025-08-25,-6.25077,106.7772
"86",14:45:00,"2-16",2025-08-25,-6.253346,106.777767
"87",15:00:00,"2-16",2025-08-25,-6.25114388972026,106.776380781458
"88",15:15:00,"2-16",2025-08-25,-6.250042,106.777342
"89",15:30:00,"2-16",2025-08-25,-6.245457,106.772862
"90",15:45:00,"2-16",2025-08-25,-6.245042,106.775191
"91",19:15:00,"2-16",2025-08-25,-6.24629116020504,106.776804471066
"92",19:30:00,"2-16",2025-08-25,-6.245042,106.775191
"93",06:15:00,"2-13",2025-08-27,-6.24555269623243,106.780610427527
"94",06:30:00,"2-13",2025-08-27,-6.253346,106.777767
"95",06:45:00,"2-13",2025-08-27,-6.25177510432954,106.777308742171
"96",07:00:00,"2-13",2025-08-27,-6.25130824155041,106.776599738608
"97",07:15:00,"2-13",2025-08-27,-6.25134292329433,106.776592324439
"98",07:30:00,"2-13",2025-08-27,-6.25214488701227,106.777575599316
"99",07:45:00,"2-13",2025-08-27,-6.25138166091778,106.777256287809
"100",08:00:00,"2-13",2025-08-27,-6.244378,106.778596
"101",08:15:00,"2-13",2025-08-27,-6.25122291943689,106.776735989492
"102",08:45:00,"2-13",2025-08-27,-6.253346,106.777767
"103",09:00:00,"2-13",2025-08-26,-6.25124552233712,106.776869487395
"104",09:15:00,"2-13",2025-08-26,-6.245042,106.775191
"105",10:00:00,"2-13",2025-08-26,-6.25121702614537,106.776375396111
"106",10:15:00,"2-13",2025-08-26,-6.25130562203774,106.776916427981
"107",10:30:00,"2-13",2025-08-26,-6.25147421086033,106.777214038045
"108",10:45:00,"2-13",2025-08-26,-6.25133125815925,106.777247261718
"109",11:00:00,"2-13",2025-08-26,-6.25109393722184,106.777231758841
"110",11:15:00,"2-13",2025-08-26,-6.250665,106.777316
